Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
5. Total Time in A&E,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Oct-20,All Patients,178,506,1241,10945
5. Total Time in A&E,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Oct-20,Non-Admitted,127,400,1241,7375
5. Total Time in A&E,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Oct-20,Admitted,231,517.3,1219,2910
5. Total Time in A&E,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Oct-20,All Patients,156,370,1219,10945
5. Total Time in A&E,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,122,240,1015,8035
5. Total Time in A&E,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Oct-20,Admitted,231,430.85,1416,1405
5. Total Time in A&E,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Oct-20,All Patients,154,322,1422,10100
5. Total Time in A&E,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Oct-20,Non-Admitted,137,280,1422,8695
5. Total Time in A&E,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Oct-20,Admitted,223,599,1439,4745
5. Total Time in A&E,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Oct-20,All Patients,193,446.5,1439,14530
5. Total Time in A&E,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Oct-20,Non-Admitted,176,316,1431,9785
5. Total Time in A&E,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Oct-20,Admitted,363,917,1432,1800
5. Total Time in A&E,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Oct-20,All Patients,158,601.25,1432,10615
5. Total Time in A&E,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Oct-20,Non-Admitted,137,359,1423,8815
5. Total Time in A&E,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,226,508,1374,3035
5. Total Time in A&E,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,190,402,1388,10010
5. Total Time in A&E,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,170,281.5,1388,6970
5. Total Time in A&E,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Oct-20,Admitted,206,396.95,1303,1760
5. Total Time in A&E,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Oct-20,All Patients,132,295,1435,5530
5. Total Time in A&E,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,111,236,1435,3770
5. Total Time in A&E,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Oct-20,All Patients,181,685,1376,17325
5. Total Time in A&E,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Oct-20,Non-Admitted,181,685,1376,17325
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Oct-20,Admitted,272,797,1351,2985
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Oct-20,All Patients,178,565.45,1397,11250
5. Total Time in A&E,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,151.5,362,1397,8265
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,Oct-20,Admitted,236,726,1328,975
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,Oct-20,All Patients,162,447.7,1328,3445
5. Total Time in A&E,RJN,EAST CHESHIRE NHS TRUST,Oct-20,Non-Admitted,136,307.4,1207,2465
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Oct-20,Admitted,234,784.6,1322,1750
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,154,518,1322,6460
5. Total Time in A&E,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,128,325,1187,4710
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Oct-20,Admitted,368,1033,1424,3675
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,189,700.5,1424,15450
5. Total Time in A&E,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,161,401,1409,11775
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,215,360.8,664,2925
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,153,286,664,8355
5. Total Time in A&E,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,114,236,586,5430
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Oct-20,Admitted,334,848,1416,3515
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Oct-20,All Patients,244,697,1416,8085
5. Total Time in A&E,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Oct-20,Non-Admitted,199,512,1326,4570
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Oct-20,Admitted,191,750,1327,3185
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Oct-20,All Patients,95,477,1327,14460
5. Total Time in A&E,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Oct-20,Non-Admitted,83,326,1226,11275
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,Oct-20,Admitted,237,824.2,1406,1525
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,Oct-20,All Patients,147,480,1435,7995
5. Total Time in A&E,RKE,WHITTINGTON HEALTH NHS TRUST,Oct-20,Non-Admitted,130,284.65,1435,6470
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Oct-20,Admitted,41,83,94,80
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Oct-20,All Patients,158,496.45,1438,12890
5. Total Time in A&E,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Oct-20,Non-Admitted,160,498,1438,12815
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,Oct-20,Admitted,318,810,1233,550
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,Oct-20,All Patients,198.5,642,1344,4145
5. Total Time in A&E,RLQ,WYE VALLEY NHS TRUST,Oct-20,Non-Admitted,185,580.6,1344,3595
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Oct-20,Admitted,237,559.5,1165,1410
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Oct-20,All Patients,128,374.45,1165,5880
5. Total Time in A&E,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Oct-20,Non-Admitted,95,238,1151,4465
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,382,840,1430,3170
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,221,688.05,1430,10660
5. Total Time in A&E,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,186,494.6,1337,7490
5. Total Time in A&E,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,Oct-20,Admitted,238,774.2,1340,2700
5. Total Time in A&E,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,Oct-20,All Patients,198,604,1340,6790
5. Total Time in A&E,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,156,376.5,1039,4090
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,Oct-20,All Patients,167,539,1437,8795
5. Total Time in A&E,RMC,BOLTON NHS FOUNDATION TRUST,Oct-20,Non-Admitted,167,539,1437,8795
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Oct-20,Admitted,236,577.75,1343,2225
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Oct-20,All Patients,155,457,1343,8035
5. Total Time in A&E,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,132,353,1088,5810
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,238,963,1425,1905
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,150,530,1425,7825
5. Total Time in A&E,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,124,240,1165,5920
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,225,623.65,1434,3450
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,176,498.45,1434,9130
5. Total Time in A&E,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,145,357.85,1390,5685
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Oct-20,Admitted,34,115.3,252,90
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Oct-20,All Patients,166,407,1395,9440
5. Total Time in A&E,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Oct-20,Non-Admitted,167,408,1395,9350
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Oct-20,Admitted,225,740.6,1439,2690
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Oct-20,All Patients,135,603.45,1439,6990
5. Total Time in A&E,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Oct-20,Non-Admitted,110,387,1265,4305
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Oct-20,Admitted,194,447.6,1182,945
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Oct-20,All Patients,144,507,1347,6855
5. Total Time in A&E,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,134,519.5,1347,5910
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Oct-20,Admitted,364,705,1414,2050
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,211,603.85,1414,6985
5. Total Time in A&E,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,170,437,1116,4935
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Oct-20,Admitted,309,922.45,1398,2770
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Oct-20,All Patients,147,701.8,1398,8865
5. Total Time in A&E,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Oct-20,Non-Admitted,107,366,1198,6095
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,Oct-20,Admitted,234,553,1112,1135
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,Oct-20,All Patients,168,391.7,1112,3825
5. Total Time in A&E,RNZ,SALISBURY NHS FOUNDATION TRUST,Oct-20,Non-Admitted,139,240,833,2690
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,231,921,1435,3480
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,157,630,1435,13000
5. Total Time in A&E,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,147,459.05,1405,9520
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Oct-20,Admitted,150,211,219,60
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,81,183,238,5115
5. Total Time in A&E,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,81,181.4,238,5055
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,Oct-20,Admitted,316.5,1041.85,1438,2165
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,Oct-20,All Patients,103,717.25,1438,9295
5. Total Time in A&E,RPA,MEDWAY NHS FOUNDATION TRUST,Oct-20,Non-Admitted,78,316.45,1367,7130
5. Total Time in A&E,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,44,123.5,239,665
5. Total Time in A&E,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,44,123.5,239,665
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Oct-20,Admitted,226,381.25,782,490
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Oct-20,All Patients,137,239,782,3595
5. Total Time in A&E,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Oct-20,Non-Admitted,123,237,752,3105
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,183.5,447,1437,14030
5. Total Time in A&E,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,183.5,447,1437,14030
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Oct-20,Admitted,137,311.35,373,10
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Oct-20,All Patients,175.5,561.05,1345,8500
5. Total Time in A&E,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Oct-20,Non-Admitted,176,561.55,1345,8490
5. Total Time in A&E,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Oct-20,Admitted,308,1104,1423,220
5. Total Time in A&E,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Oct-20,All Patients,190,730.1,1438,7570
5. Total Time in A&E,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,187,706,1438,7350
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Oct-20,Admitted,238,529,788,1790
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Oct-20,All Patients,171,408,788,6310
5. Total Time in A&E,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Oct-20,Non-Admitted,126,240,747,4520
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Oct-20,Admitted,302,883,1424,5605
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Oct-20,All Patients,199,711,1439,16475
5. Total Time in A&E,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Oct-20,Non-Admitted,167,422,1439,10870
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Oct-20,Admitted,244.5,919.25,1416,2860
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Oct-20,All Patients,156,650.35,1431,9735
5. Total Time in A&E,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Oct-20,Non-Admitted,125,420,1431,6875
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Oct-20,Admitted,237,709,1427,10565
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Oct-20,All Patients,177,572,1427,27470
5. Total Time in A&E,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Oct-20,Non-Admitted,144,398,1421,16905
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,238,671,1409,1605
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,145.5,453.85,1409,7105
5. Total Time in A&E,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,123,327.05,1395,5500
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,205,464.3,1037,2950
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,121,351,1263,12885
5. Total Time in A&E,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,103,289,1263,9940
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,238,692.05,1201,4040
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,183,557,1398,10280
5. Total Time in A&E,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,148,419,1398,6240
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Oct-20,Admitted,206,294.05,703,4620
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Oct-20,All Patients,97,240,703,13855
5. Total Time in A&E,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,67,228,669,9235
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Oct-20,Admitted,264,660,1414,4415
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Oct-20,All Patients,154,526,1425,18575
5. Total Time in A&E,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Oct-20,Non-Admitted,123,449.05,1425,14160
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,236,887,1430,2930
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,171,601.15,1430,10180
5. Total Time in A&E,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,146,348.6,1394,7250
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,240,871.7,1419,1105
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,180,769.6,1438,6970
5. Total Time in A&E,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,163.5,706,1438,5865
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Oct-20,Admitted,233,466.8,1359,3085
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Oct-20,All Patients,183,240,1359,8330
5. Total Time in A&E,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Oct-20,Non-Admitted,146,240,977,5245
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Oct-20,Admitted,50,128.5,294,130
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Oct-20,All Patients,51,132,294,2375
5. Total Time in A&E,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Oct-20,Non-Admitted,51,131.9,279,2245
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Oct-20,Admitted,28.5,85.75,137,75
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Oct-20,All Patients,115,383,969,10800
5. Total Time in A&E,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Oct-20,Non-Admitted,116,384,969,10725
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Oct-20,Admitted,238,747.05,1436,2260
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Oct-20,All Patients,144,508,1436,8115
5. Total Time in A&E,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Oct-20,Non-Admitted,119,340,1427,5855
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,Oct-20,Admitted,227,631,1410,2965
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,Oct-20,All Patients,185,493.2,1410,7235
5. Total Time in A&E,RVJ,NORTH BRISTOL NHS TRUST,Oct-20,Non-Admitted,157,307.55,1079,4270
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Oct-20,Admitted,235,641.8,1362,2605
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Oct-20,All Patients,173,468,1362,10470
5. Total Time in A&E,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Oct-20,Non-Admitted,147,347,1242,7865
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Oct-20,Admitted,374,1106.6,1438,3420
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Oct-20,All Patients,152,736.1,1439,18220
5. Total Time in A&E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Oct-20,Non-Admitted,124,517,1439,14800
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Oct-20,Admitted,214,410.5,683,1925
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Oct-20,All Patients,79,309,683,10610
5. Total Time in A&E,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Oct-20,Non-Admitted,68,238,592,8685
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Oct-20,Admitted,393,982.3,1428,1710
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Oct-20,All Patients,169,804.65,1428,5550
5. Total Time in A&E,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Oct-20,Non-Admitted,136,428.05,1423,3840
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Oct-20,Admitted,28,146.8,186,35
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Oct-20,All Patients,54,148.8,332,620
5. Total Time in A&E,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Oct-20,Non-Admitted,56,148.2,332,585
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Oct-20,Admitted,292.5,1161,1439,6215
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Oct-20,All Patients,172,858,1439,24605
5. Total Time in A&E,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Oct-20,Non-Admitted,154,439,1432,18390
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Oct-20,Admitted,240,727.8,1170,3125
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Oct-20,All Patients,192,573,1170,9785
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Oct-20,Non-Admitted,166,421,1029,6660
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Oct-20,Admitted,360,857.05,1367,3580
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Oct-20,All Patients,227,724,1412,9200
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Oct-20,Non-Admitted,188,456,1412,5620
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Oct-20,Admitted,284,817.35,1421,5195
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Oct-20,All Patients,166,597,1421,16275
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Oct-20,Non-Admitted,132,371,1419,11080
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Oct-20,Admitted,314,675.25,1371,1955
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Oct-20,All Patients,151,445,1387,14990
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Oct-20,Non-Admitted,130,311,1387,13035
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Oct-20,Admitted,224,613.25,1416,3775
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Oct-20,All Patients,149,468,1416,11345
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Oct-20,Non-Admitted,123,330.7,1361,7565
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Oct-20,Admitted,237.5,761.65,1429,3070
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Oct-20,All Patients,136,544,1439,11420
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Oct-20,Non-Admitted,100,366,1439,8350
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Oct-20,Admitted,353,1122.2,1438,2195
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Oct-20,All Patients,206,821.55,1438,7550
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Oct-20,Non-Admitted,170,522.2,1405,5355
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Oct-20,Admitted,238,695.7,1435,3545
