Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
1. MSitAE Comparison,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,May-20,All Patients,5230,5961,88,
1. MSitAE Comparison,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,7795,7796,100,
1. MSitAE Comparison,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,May-20,All Patients,21870,21827,100,
1. MSitAE Comparison,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,May-20,All Patients,14295,14384,99,
1. MSitAE Comparison,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,May-20,All Patients,9470,9368,101,
1. MSitAE Comparison,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,3390,6744,50,
1. MSitAE Comparison,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,May-20,All Patients,1885,2105,90,
1. MSitAE Comparison,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,6945,7092,98,
1. MSitAE Comparison,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,5055,5049,100,
1. MSitAE Comparison,RBK,WALSALL HEALTHCARE NHS TRUST,May-20,All Patients,4680,6315,74,
1. MSitAE Comparison,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,5860,6910,85,
1. MSitAE Comparison,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,May-20,All Patients,10175,10176,100,
1. MSitAE Comparison,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,May-20,All Patients,2975,2902,103,
1. MSitAE Comparison,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,6320,6009,105,
1. MSitAE Comparison,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,May-20,All Patients,3300,3030,109,
1. MSitAE Comparison,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,10490,12672,83,
1. MSitAE Comparison,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,7795,10753,72,
1. MSitAE Comparison,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,May-20,All Patients,3385,3391,100,
1. MSitAE Comparison,RCF,AIREDALE NHS FOUNDATION TRUST,May-20,All Patients,3865,4121,94,
1. MSitAE Comparison,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,May-20,All Patients,2415,2414,100,
1. MSitAE Comparison,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",May-20,All Patients,4720,4741,100,
1. MSitAE Comparison,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,May-20,All Patients,5520,5242,105,
1. MSitAE Comparison,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,5585,7751,72,
1. MSitAE Comparison,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,May-20,All Patients,12020,12846,94,
1. MSitAE Comparison,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,May-20,All Patients,5595,5591,100,
1. MSitAE Comparison,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,May-20,All Patients,14670,14649,100,
1. MSitAE Comparison,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,May-20,All Patients,9995,10226,98,
1. MSitAE Comparison,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,16545,16408,101,
1. MSitAE Comparison,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,May-20,All Patients,1230,1229,100,
1. MSitAE Comparison,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",May-20,All Patients,9925,15872,63,
1. MSitAE Comparison,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,6030,5830,103,
1. MSitAE Comparison,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,May-20,All Patients,6015,6015,100,
1. MSitAE Comparison,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,5680,5685,100,
1. MSitAE Comparison,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,May-20,All Patients,10345,10323,100,
1. MSitAE Comparison,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,5030,5074,99,
1. MSitAE Comparison,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,May-20,All Patients,4815,4880,99,
1. MSitAE Comparison,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,8590,8624,100,
1. MSitAE Comparison,RH5,SOMERSET NHS FOUNDATION TRUST,May-20,All Patients,8860,9390,94,
1. MSitAE Comparison,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,May-20,All Patients,6465,6840,95,
1. MSitAE Comparison,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,May-20,All Patients,7580,7580,100,
1. MSitAE Comparison,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,9185,11155,82,
1. MSitAE Comparison,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,May-20,All Patients,9135,9137,100,
1. MSitAE Comparison,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,May-20,All Patients,8005,8010,100,
1. MSitAE Comparison,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,May-20,All Patients,7195,8355,86,
1. MSitAE Comparison,RJ2,LEWISHAM AND GREENWICH NHS TRUST,May-20,All Patients,12125,16283,74,
1. MSitAE Comparison,RJ6,CROYDON HEALTH SERVICES NHS TRUST,May-20,All Patients,9750,9723,100,
1. MSitAE Comparison,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,7720,8056,96,
1. MSitAE Comparison,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,May-20,All Patients,4325,4332,100,
1. MSitAE Comparison,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,May-20,All Patients,13100,15214,86,
1. MSitAE Comparison,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,May-20,All Patients,9560,9559,100,
1. MSitAE Comparison,RJN,EAST CHESHIRE NHS TRUST,May-20,All Patients,3140,3146,100,
1. MSitAE Comparison,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,5465,4965,110,
1. MSitAE Comparison,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,11665,15255,76,
1. MSitAE Comparison,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,7565,9000,84,
1. MSitAE Comparison,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,May-20,All Patients,7980,9797,81,
1. MSitAE Comparison,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,May-20,All Patients,9855,9690,102,
1. MSitAE Comparison,RKE,WHITTINGTON HEALTH NHS TRUST,May-20,All Patients,5705,5703,100,
1. MSitAE Comparison,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,May-20,All Patients,9870,10767,92,
1. MSitAE Comparison,RLQ,WYE VALLEY NHS TRUST,May-20,All Patients,3920,4230,93,
1. MSitAE Comparison,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,May-20,All Patients,5020,5021,100,
1. MSitAE Comparison,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,9825,11719,84,
1. MSitAE Comparison,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,May-20,All Patients,6220,6517,95,
1. MSitAE Comparison,RMC,BOLTON NHS FOUNDATION TRUST,May-20,All Patients,7845,7864,100,
1. MSitAE Comparison,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,May-20,All Patients,6465,6465,100,
1. MSitAE Comparison,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,6990,6905,101,
1. MSitAE Comparison,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,9130,9114,100,
1. MSitAE Comparison,RN7,DARTFORD AND GRAVESHAM NHS TRUST,May-20,All Patients,7455,7511,99,
1. MSitAE Comparison,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,May-20,All Patients,6065,9364,65,
1. MSitAE Comparison,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,May-20,All Patients,6020,5940,101,
1. MSitAE Comparison,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,6065,6083,100,
1. MSitAE Comparison,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,May-20,All Patients,7195,7197,100,
1. MSitAE Comparison,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,May-20,All Patients,2380,1903,125,
1. MSitAE Comparison,RNZ,SALISBURY NHS FOUNDATION TRUST,May-20,All Patients,3305,4409,75,
1. MSitAE Comparison,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,11495,11491,100,
1. MSitAE Comparison,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,4790,4791,100,
1. MSitAE Comparison,RPA,MEDWAY NHS FOUNDATION TRUST,May-20,All Patients,8220,8212,100,
1. MSitAE Comparison,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,535,540,99,
1. MSitAE Comparison,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,May-20,All Patients,2960,2965,100,
1. MSitAE Comparison,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,10195,14389,71,
1. MSitAE Comparison,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,May-20,All Patients,6295,6299,100,
1. MSitAE Comparison,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-20,All Patients,5730,5750,100,
1. MSitAE Comparison,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,May-20,All Patients,5525,5530,100,
1. MSitAE Comparison,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,May-20,All Patients,12170,14088,86,
1. MSitAE Comparison,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",May-20,All Patients,8085,8094,100,
1. MSitAE Comparison,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,May-20,All Patients,21125,22940,92,
1. MSitAE Comparison,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,4735,4741,100,
1. MSitAE Comparison,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,9455,9648,98,
1. MSitAE Comparison,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,8915,9436,94,
1. MSitAE Comparison,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,May-20,All Patients,11520,11723,98,
1. MSitAE Comparison,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,May-20,All Patients,15025,17370,86,
1. MSitAE Comparison,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,8845,9735,91,
1. MSitAE Comparison,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,6445,6351,101,
1. MSitAE Comparison,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,May-20,All Patients,6705,6720,100,
1. MSitAE Comparison,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,May-20,All Patients,2500,2496,100,
1. MSitAE Comparison,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,9040,9033,100,
1. MSitAE Comparison,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,May-20,All Patients,915,3365,27,
1. MSitAE Comparison,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,May-20,All Patients,6130,6253,98,
1. MSitAE Comparison,RVJ,NORTH BRISTOL NHS TRUST,May-20,All Patients,5975,5986,100,
1. MSitAE Comparison,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,May-20,All Patients,8780,9191,96,
1. MSitAE Comparison,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,May-20,All Patients,13965,13967,100,
1. MSitAE Comparison,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,May-20,All Patients,7855,9042,87,
1. MSitAE Comparison,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,May-20,All Patients,4570,6028,76,
1. MSitAE Comparison,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,May-20,All Patients,680,494,138,
1. MSitAE Comparison,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,May-20,All Patients,20005,20045,100,
1. MSitAE Comparison,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,May-20,All Patients,8295,8289,100,
1. MSitAE Comparison,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,May-20,All Patients,9015,12261,74,
1. MSitAE Comparison,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,May-20,All Patients,12510,12620,99,
1. MSitAE Comparison,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,May-20,All Patients,10990,11289,97,
1. MSitAE Comparison,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,May-20,All Patients,8855,8854,100,
1. MSitAE Comparison,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,May-20,All Patients,9155,9838,93,
1. MSitAE Comparison,RWJ,STOCKPORT NHS FOUNDATION TRUST,May-20,All Patients,6450,6455,100,
1. MSitAE Comparison,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,May-20,All Patients,11860,11727,101,
1. MSitAE Comparison,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,8320,6716,124,
1. MSitAE Comparison,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,May-20,All Patients,145,1290,-,
1. MSitAE Comparison,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,May-20,All Patients,9405,9445,100,
1. MSitAE Comparison,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,May-20,All Patients,12320,12324,100,
1. MSitAE Comparison,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,May-20,All Patients,9095,9099,100,
1. MSitAE Comparison,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,May-20,All Patients,14570,14556,100,
1. MSitAE Comparison,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,May-20,All Patients,11235,9490,118,
1. MSitAE Comparison,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,4770,9535,50,
1. MSitAE Comparison,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,May-20,All Patients,8960,9638,93,
1. MSitAE Comparison,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,May-20,All Patients,9760,12258,80,
1. MSitAE Comparison,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,May-20,All Patients,5305,7886,67,
1. MSitAE Comparison,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,May-20,All Patients,11010,11008,100,
1. MSitAE Comparison,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,May-20,All Patients,7350,7424,99,
1. MSitAE Comparison,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,May-20,All Patients,1830,1828,100,
1. MSitAE Comparison,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,May-20,All Patients,6285,3092,203,
1. MSitAE Comparison,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,May-20,All Patients,7465,4392,170,
1. MSitAE Comparison,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,May-20,All Patients,5645,1551,364,
1. MSitAE Comparison,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,May-20,All Patients,9425,12066,78,
1. MSitAE Comparison,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,May-20,All Patients,9965,10064,99,
1. MSitAE Comparison,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,May-20,All Patients,1320,1322,100,
1. MSitAE Comparison,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,May-20,All Patients,2870,3838,75,
1. MSitAE Comparison,AAH01,TETBURY HOSPITAL TRUST,Jun-20,All Patients,180,No Data,-,
1. MSitAE Comparison,AD903,URGENT CARE CENTRE,Jun-20,All Patients,4775,No Data,,
1. MSitAE Comparison,AD904,UCC AT HILLINGDON HOSPITAL,Jun-20,All Patients,4980,No Data,,
1. MSitAE Comparison,AD906,UCC - NORTHWICK PARK HOSPITAL,Jun-20,All Patients,6095,No Data,,
1. MSitAE Comparison,AD907,ASHFORD HEALTH CENTRE,Jun-20,All Patients,1600,No Data,,
1. MSitAE Comparison,AD913,BECKENHAM BEACON UCC,Jun-20,All Patients,2295,2293,100,
1. MSitAE Comparison,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Jun-20,All Patients,5330,No Data,,
1. MSitAE Comparison,AD916,WOKING WALK IN CENTRE,Jun-20,All Patients,1550,No Data,,
1. MSitAE Comparison,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Jun-20,All Patients,1675,No Data,,
1. MSitAE Comparison,AQN04,PHL LYMINGTON UTC,Jun-20,All Patients,1505,1334,113,
1. MSitAE Comparison,AXA,TOWER HAMLETS GP CARE GROUP CIC,Jun-20,All Patients,3340,No Data,,
1. MSitAE Comparison,AXT,ONE MEDICAL GROUP LIMITED,Jun-20,All Patients,3630,No Data,,
1. MSitAE Comparison,NLO08,SCARBOROUGH URGENT CARE CENTRE,Jun-20,All Patients,2295,No Data,,
1. MSitAE Comparison,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,Jun-20,All Patients,2985,No Data,,
1. MSitAE Comparison,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Jun-20,All Patients,2495,No Data,,
1. MSitAE Comparison,NLO21,ST MARY'S URGENT CARE CENTRE,Jun-20,All Patients,3755,No Data,,
1. MSitAE Comparison,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Jun-20,All Patients,4510,No Data,,
1. MSitAE Comparison,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Jun-20,All Patients,5710,No Data,,
1. MSitAE Comparison,NNJ,DHU HEALTH CARE C.I.C,Jun-20,All Patients,1585,293,541,
1. MSitAE Comparison,NQ106,FRYATT HOSPITAL,Jun-20,All Patients,65,69,-,
1. MSitAE Comparison,NQ108,CLACTON HOSPITAL,Jun-20,All Patients,1630,1871,87,
1. MSitAE Comparison,NQT5F,SKELMERSDALE WALK IN CENTRE,Jun-20,All Patients,115,189,-,
1. MSitAE Comparison,NQT5G,URGENT CARE CENTRE,Jun-20,All Patients,2045,No Data,,
1. MSitAE Comparison,NQT5H,PAULTON MEMORIAL HOSPITAL,Jun-20,All Patients,180,203,-,
1. MSitAE Comparison,NR318,SEATON HOUSE,Jun-20,All Patients,2020,No Data,,
1. MSitAE Comparison,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Jun-20,All Patients,520,No Data,,
1. MSitAE Comparison,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Jun-20,All Patients,20485,21666,95,
1. MSitAE Comparison,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Jun-20,All Patients,14765,15321,96,
1. MSitAE Comparison,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Jun-20,All Patients,1605,1597,100,
1. MSitAE Comparison,R1F,ISLE OF WIGHT NHS TRUST,Jun-20,All Patients,2230,3425,65,
1. MSitAE Comparison,R1H,BARTS HEALTH NHS TRUST,Jun-20,All Patients,20995,26618,79,
1. MSitAE Comparison,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Jun-20,All Patients,8370,18490,45,
1. MSitAE Comparison,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,5365,4739,113,
1. MSitAE Comparison,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,3740,3791,99,
1. MSitAE Comparison,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Jun-20,All Patients,8840,10092,88,
1. MSitAE Comparison,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Jun-20,All Patients,6290,6543,96,
1. MSitAE Comparison,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,8715,8713,100,
1. MSitAE Comparison,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Jun-20,All Patients,24185,24135,100,
1. MSitAE Comparison,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Jun-20,All Patients,17105,17119,100,
1. MSitAE Comparison,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Jun-20,All Patients,11205,11089,101,
1. MSitAE Comparison,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,3805,7680,50,
1. MSitAE Comparison,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,Jun-20,All Patients,2245,2949,76,
1. MSitAE Comparison,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,7500,7617,98,
1. MSitAE Comparison,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,5560,5562,100,
1. MSitAE Comparison,RBK,WALSALL HEALTHCARE NHS TRUST,Jun-20,All Patients,5535,7373,75,
1. MSitAE Comparison,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,6385,7589,84,
1. MSitAE Comparison,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Jun-20,All Patients,11745,11747,100,
1. MSitAE Comparison,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,Jun-20,All Patients,3015,2969,101,
1. MSitAE Comparison,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,6660,6262,106,
1. MSitAE Comparison,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Jun-20,All Patients,3640,3521,103,
1. MSitAE Comparison,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,11170,14166,79,
1. MSitAE Comparison,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,8505,11682,73,
1. MSitAE Comparison,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Jun-20,All Patients,3720,3720,100,
1. MSitAE Comparison,RCF,AIREDALE NHS FOUNDATION TRUST,Jun-20,All Patients,4230,4532,93,
1. MSitAE Comparison,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Jun-20,All Patients,2620,2622,100,
1. MSitAE Comparison,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Jun-20,All Patients,5290,5306,100,
1. MSitAE Comparison,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Jun-20,All Patients,6130,5846,105,
1. MSitAE Comparison,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,5945,8485,70,
1. MSitAE Comparison,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Jun-20,All Patients,13285,14487,92,
1. MSitAE Comparison,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,Jun-20,All Patients,6855,6852,100,
1. MSitAE Comparison,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Jun-20,All Patients,16390,16371,100,
1. MSitAE Comparison,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Jun-20,All Patients,11305,11555,98,
1. MSitAE Comparison,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,15190,19525,78,
1. MSitAE Comparison,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Jun-20,All Patients,760,748,101,
1. MSitAE Comparison,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Jun-20,All Patients,11060,18590,59,
1. MSitAE Comparison,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,6565,6563,100,
1. MSitAE Comparison,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Jun-20,All Patients,6460,6461,100,
1. MSitAE Comparison,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,6205,5873,106,
1. MSitAE Comparison,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Jun-20,All Patients,11235,11225,100,
1. MSitAE Comparison,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,5565,5605,99,
1. MSitAE Comparison,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Jun-20,All Patients,5410,5450,99,
1. MSitAE Comparison,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,9175,9211,100,
1. MSitAE Comparison,RH5,SOMERSET NHS FOUNDATION TRUST,Jun-20,All Patients,10135,10685,95,
1. MSitAE Comparison,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,Jun-20,All Patients,7195,7452,97,
1. MSitAE Comparison,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Jun-20,All Patients,8495,8501,100,
1. MSitAE Comparison,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,9850,11824,83,
1. MSitAE Comparison,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Jun-20,All Patients,9950,10474,95,
1. MSitAE Comparison,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Jun-20,All Patients,9385,9385,100,
1. MSitAE Comparison,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Jun-20,All Patients,8860,9563,93,
1. MSitAE Comparison,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Jun-20,All Patients,13475,18204,74,
1. MSitAE Comparison,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Jun-20,All Patients,11095,10995,101,
