code_hopital,annee_fiscale,taux_occupation_lits,taux_mortalite,taux_infection_nosocomiale,duree_moyenne_sejour_jours,temps_attente_median_min,taux_lits_vacants,taux_transfert,nombre_lits_disponibles,total_admissions,nombre_medecins,nombre_infirmiers,ratio_medecin_par_lit,ratio_infirmier_par_lit,ratio_infirmier_par_medecin,statut_hopital
RA2,2013-14,84.2,2.582,0.0274,3.6,156.0,15.8,10.56,514.0,76627.0,544.0,,1.058,,,Attention
RDU,2013-14,92.6,2.918,0.0169,3.9,188.0,7.4,12.1,627.6444444444444,94592.0,495.0,,0.789,,,Critique
RTK,2013-14,87.5,3.504,0.0197,4.1,143.0,12.5,18.13,559.0666666666667,76299.0,504.0,,0.902,,,Attention
RTP,2013-14,93.8,3.357,0.032,4.4,183.0,6.2,13.11,603.0,78164.0,492.0,,0.816,,,Critique
RXC,2013-14,79.4,4.381,0.0498,5.1,143.0,20.6,8.59,785.0222222222222,102447.0,552.0,,0.703,,,Attention
RXH,2013-14,88.8,3.223,0.0441,4.6,162.0,11.2,12.16,842.0444444444445,117834.0,1029.0,,1.222,,,Attention
RD7,2013-14,92.8,2.605,0.033,4.0,158.5,7.2,13.5,641.0333333333333,78805.0,510.0,,0.796,,,Critique
RHW,2013-14,87.4,3.092,0.0294,4.1,141.0,12.6,18.23,681.6111111111111,98476.0,637.0,,0.935,,,Attention
RTH,2013-14,91.7,2.895,0.0472,4.3,180.0,8.3,12.77,1434.6666666666667,194867.0,1633.0,,1.138,,,Attention
RXQ,2013-14,89.9,3.456,0.0351,5.2,173.0,10.1,17.97,739.0,88368.0,628.0,,0.85,,,Attention
RBD,2013-14,86.5,3.71,0.0456,3.9,130.0,13.5,12.71,336.05555555555554,48260.0,315.0,,0.937,,,Attention
RD3,2013-14,93.5,3.017,0.0371,3.5,174.0,6.5,19.5,494.15555555555557,72735.0,442.0,,0.894,,,Critique
RDZ,2013-14,92.7,4.689,0.0312,4.7,143.0,7.3,1.48,606.8444444444444,99470.0,439.0,,0.723,,,Critique
RHM,2013-14,91.0,3.057,0.0309,4.7,149.0,9.0,11.35,1139.8222222222223,129367.0,1221.0,,1.071,,,Attention
RHU,2013-14,91.4,3.291,0.0298,4.0,132.0,8.6,13.09,993.4333333333333,134160.0,825.0,,0.83,,,Attention
R1H,2013-14,91.8,2.155,0.0366,4.2,161.0,8.2,16.9,1933.6333333333334,240698.0,2157.0,,1.116,,,Attention
RAL,2013-14,83.3,3.006,0.0718,5.3,162.0,16.7,10.47,508.0,69683.0,872.0,,1.717,,,Attention
RAP,2013-14,96.4,2.877,0.0386,4.0,161.0,3.6,17.08,452.25555555555553,56945.0,484.0,,1.07,,,Critique
RAS,2013-14,86.6,2.368,0.0389,3.5,161.0,13.4,19.77,436.8333333333333,59166.0,405.0,,0.927,,,Attention
RAX,2013-14,85.9,2.512,0.0353,3.3,193.0,14.1,33.69,465.6333333333333,65245.0,418.0,,0.898,,,Attention
RC3,2013-14,91.0,2.195,0.0375,3.8,110.0,9.0,14.6,505.6777777777778,40035.0,368.0,,0.728,,,Attention
RF4,2013-14,92.2,3.745,0.0523,4.8,188.0,7.8,15.0,1096.5444444444445,126134.0,876.0,,0.799,,,Critique
RFW,2013-14,89.5,2.533,0.0439,3.8,204.0,10.5,23.44,448.05555555555554,47808.0,358.0,,0.799,,,Attention
RJ2,2013-14,95.8,2.701,0.0445,4.2,175.0,4.2,21.79,917.8666666666667,92172.0,792.0,,0.863,,,Critique
RJ6,2013-14,82.1,2.639,0.0408,4.1,195.0,17.9,17.16,560.7,73464.0,479.0,,0.854,,,Attention
RJ7,2013-14,92.0,2.329,0.056,4.7,185.0,8.0,14.75,913.7888888888889,110684.0,1155.0,,1.264,,,Attention
RJZ,2013-14,98.4,2.387,0.0388,5.0,179.0,1.6,16.99,1381.6888888888889,201058.0,1986.0,,1.437,,,Critique
RKE,2013-14,83.1,0.992,0.027,3.1,160.0,16.9,23.65,326.7111111111111,55601.0,487.0,,1.491,,,Normal
RQM,2013-14,79.8,1.22,0.0208,3.5,176.0,20.2,24.39,447.9888888888889,72083.0,680.0,,1.518,,,Normal
RRV,2013-14,77.1,1.687,0.0342,4.4,163.0,22.9,14.76,949.6111111111111,157759.0,1315.0,,1.385,,,Normal
RV8,2013-14,83.3,2.458,0.0288,4.2,134.0,16.7,14.05,807.0,114403.0,831.0,,1.03,,,Attention
RVL,2013-14,83.1,2.883,0.018,3.9,161.0,16.9,20.71,557.3777777777777,105824.0,655.0,,1.175,,,Attention
RYJ,2013-14,80.9,2.049,0.0487,4.1,140.0,19.1,15.27,1017.3555555555556,176475.0,1677.0,,1.648,,,Attention
RBL,2014-15,87.3,3.149,0.0257,4.3,173.0,12.7,3.87,773.5,108977.0,566.0,,0.732,,,Attention
RBT,2014-15,97.5,3.144,0.0355,3.8,125.0,2.5,6.52,547.0,73242.0,309.0,,0.565,,,Critique
RJN,2014-15,91.4,4.237,0.0423,5.3,151.0,8.6,1.7,376.5111111111111,35451.0,241.0,,0.64,,,Attention
RJR,2014-15,93.4,3.151,0.0428,4.1,180.0,6.6,8.13,570.5222222222222,79503.0,420.0,,0.736,,,Critique
RWW,2014-15,87.5,3.342,0.0384,3.8,158.0,12.5,3.2,599.4222222222222,80680.0,392.0,,0.654,,,Attention
RTR,2014-15,84.0,3.106,0.0369,4.3,105.0,16.0,2.83,1096.2,154518.0,930.0,,0.848,,,Normal
RVW,2014-15,89.8,4.437,0.036,4.5,124.0,10.2,2.61,647.7222222222222,83343.0,491.0,,0.758,,,Attention
RXP,2014-15,81.2,3.559,0.0187,3.9,66.0,18.8,2.84,1100.4,144181.0,733.0,,0.666,,,Normal
RM2,2014-15,87.0,3.054,0.0365,4.4,176.0,13.0,2.38,848.0555555555555,98666.0,744.0,,0.877,,,Attention
RM3,2014-15,92.1,3.695,0.0211,5.2,177.0,7.9,3.04,700.5888888888888,85274.0,801.0,,1.143,,,Critique
RMC,2014-15,85.3,2.843,0.0397,3.4,139.0,14.7,8.83,690.6222222222223,90628.0,486.0,,0.704,,,Attention
RMP,2014-15,91.0,4.193,0.0964,4.5,209.0,9.0,1.4,483.1777777777778,51876.0,270.0,,0.559,,,Attention
RRF,2014-15,84.2,4.174,0.0394,4.0,138.0,15.8,1.31,498.64444444444445,81176.0,477.0,,0.957,,,Normal
RW6,2014-15,84.5,3.127,0.0258,3.4,144.0,15.5,2.5,1345.2777777777778,201504.0,978.0,,0.727,,,Normal
RWJ,2014-15,84.6,2.988,0.0345,3.9,158.0,15.4,5.76,752.5444444444445,92828.0,426.0,,0.566,,,Attention
RXL,2014-15,90.8,4.224,0.0239,5.1,186.0,9.2,2.76,846.1777777777778,108596.0,499.0,,0.59,,,Attention
RXN,2014-15,93.1,3.021,0.0413,4.2,148.0,6.9,6.31,912.6333333333333,133083.0,752.0,,0.824,,,Critique
RXR,2014-15,85.6,3.355,0.0188,4.2,136.0,14.4,2.08,1020.9777777777778,127590.0,692.0,,0.678,,,Attention
RBN,2014-15,94.0,3.25,0.0252,3.7,186.0,6.0,5.3,699.0444444444445,103210.0,540.0,,0.772,,,Critique
REM,2014-15,95.0,4.293,0.0921,5.1,136.0,5.0,0.05,687.2555555555556,82549.0,552.0,,0.803,,,Critique
RQ6,2014-15,95.1,3.893,0.0527,5.5,150.0,4.9,0.01,803.9777777777778,94959.0,836.0,,1.04,,,Attention
RVY,2014-15,78.8,3.744,0.0569,4.4,102.0,21.2,1.48,520.0,59774.0,292.0,,0.562,,,Normal
RE9,2014-15,86.8,5.314,0.0429,5.4,141.0,13.2,7.08,357.1666666666667,34943.0,218.0,,0.61,,,Critique
RLN,2014-15,73.6,3.425,0.0318,4.1,122.0,26.4,1.96,829.0555555555555,125612.0,592.0,,0.714,,,Normal
RNL,2014-15,81.8,3.765,0.0265,4.0,128.0,18.2,1.28,650.6,90591.0,347.0,,0.533,,,Normal
RTD,2014-15,87.3,2.547,0.0387,5.0,110.0,12.7,1.24,1590.5666666666666,222416.0,1719.0,,1.081,,,Attention
RTF,2014-15,83.7,4.618,0.0264,4.8,128.0,16.3,0.63,1083.5222222222221,117606.0,642.0,,0.593,,,Attention
RTX,2014-15,83.4,3.63,0.0544,4.3,135.0,16.6,0.94,758.3777777777777,91943.0,494.0,,0.651,,,Normal
RCB,2014-15,92.0,3.95,0.0469,4.6,121.0,8.0,5.03,1053.6666666666667,142862.0,737.0,,0.699,,,Attention
RCD,2014-15,81.0,3.839,0.0267,4.5,126.0,19.0,1.45,356.47777777777776,52447.0,318.0,,0.892,,,Normal
RWA,2014-15,90.5,4.051,0.0364,4.5,168.0,9.5,1.43,1130.2,156775.0,963.0,,0.852,,,Attention
RFF,2014-15,92.5,3.415,0.0309,3.4,162.0,7.5,4.74,391.56666666666666,64650.0,326.0,,0.833,,,Attention
RFR,2014-15,87.7,3.759,0.0356,4.2,169.0,12.3,5.52,534.1111111111111,78636.0,374.0,,0.7,,,Attention
RHQ,2014-15,79.3,3.14,0.0358,5.1,147.0,20.7,3.48,2034.4222222222222,223418.0,1503.0,,0.739,,,Attention
RP5,2014-15,85.6,3.845,0.0329,4.0,161.0,14.4,1.93,993.7666666666667,124484.0,567.0,,0.571,,,Attention
RAE,2014-15,69.8,2.327,0.0358,3.3,164.0,30.2,3.8,749.8222222222222,119950.0,684.0,,0.912,,,Normal
RCF,2014-15,88.5,3.118,0.0114,3.4,136.0,11.5,8.01,372.0,61318.0,260.0,,0.699,,,Attention
RR8,2014-15,86.4,3.28,0.0745,5.2,169.0,13.6,1.9,1844.8777777777777,193392.0,1862.0,,1.009,,,Attention
RWY,2014-15,87.0,3.017,0.0122,3.4,139.0,13.0,9.99,780.5444444444445,123354.0,539.0,,0.691,,,Attention
RJC,2014-15,90.8,3.641,0.0313,5.6,131.0,9.2,1.11,497.7111111111111,57507.0,309.0,,0.621,,,Attention
RKB,2014-15,93.6,3.236,0.0313,4.5,137.0,6.4,5.6,1149.6555555555556,149984.0,893.0,,0.777,,,Critique
RLQ,2014-15,94.7,4.06,0.0304,4.3,156.0,5.3,2.02,239.0,45987.0,278.0,,1.163,,,Critique
RLT,2014-15,99.8,4.208,0.0269,4.8,117.0,0.2,2.32,334.35555555555555,37141.0,246.0,,0.736,,,Critique
RBK,2014-15,90.6,3.829,0.0465,4.8,140.0,9.4,2.28,541.3888888888889,64466.0,389.0,,0.719,,,Attention
RL4,2014-15,93.7,3.55,0.0333,4.6,115.0,6.3,4.68,905.0555555555555,117178.0,716.0,,0.791,,,Attention
RNA,2014-15,82.5,3.318,0.0367,3.4,158.0,17.5,8.9,816.7111111111111,117043.0,499.0,,0.611,,,Attention
RFS,2014-15,94.1,3.638,0.0483,3.7,167.0,5.9,5.74,532.0,74461.0,343.0,,0.645,,,Critique
RK5,2014-15,93.7,3.728,0.0447,5.0,154.0,6.3,6.04,728.9333333333333,85035.0,425.0,,0.583,,,Critique
RTG,2014-15,82.7,3.599,0.0454,4.2,159.0,17.3,6.47,1175.1222222222223,147555.0,821.0,,0.699,,,Attention
RX1,2014-15,86.8,3.548,0.0435,4.6,154.0,13.2,4.61,1705.7444444444445,206766.0,1565.0,,0.917,,,Attention
RCX,2014-15,88.1,3.516,0.0506,3.5,160.0,11.9,3.61,438.2111111111111,77104.0,321.0,,0.733,,,Attention
RGN,2014-15,89.2,3.646,0.0439,4.2,168.0,10.8,2.17,612.3111111111111,86467.0,457.0,,0.746,,,Attention
RGP,2014-15,85.4,5.023,0.0319,4.9,129.0,14.6,3.9,465.03333333333336,59540.0,288.0,,0.619,,,Attention
RGQ,2014-15,89.6,3.702,0.0248,3.7,149.0,10.4,3.89,633.0888888888888,92571.0,464.0,,0.733,,,Attention
RGR,2014-15,80.9,4.143,0.0367,4.3,164.0,19.1,2.25,480.0,62734.0,336.0,,0.7,,,Attention
RGT,2014-15,91.2,3.058,0.0375,4.8,201.0,8.8,3.68,978.7222222222222,133488.0,1178.0,,1.204,,,Attention
RM1,2014-15,92.9,3.854,0.0268,4.0,158.0,7.1,4.07,1040.888888888889,179383.0,885.0,,0.85,,,Attention
RAJ,2014-15,83.3,4.151,0.0317,3.6,142.5,16.7,3.17,594.9,97696.0,1245.0,,2.093,,,Attention
RDD,2014-15,91.3,3.652,0.024,4.6,196.0,8.7,12.07,728.2333333333333,83196.0,496.0,,0.681,,,Attention
RDE,2014-15,89.3,4.207,0.0178,3.9,189.0,10.7,3.58,625.3555555555556,95389.0,440.0,,0.704,,,Attention
RQ8,2014-15,86.3,3.406,0.0156,3.8,180.0,13.7,2.75,589.3111111111111,89834.0,503.0,,0.854,,,Attention
RQW,2014-15,88.1,3.18,0.025,3.4,158.0,11.9,11.63,486.0,72119.0,406.0,,0.835,,,Attention
RC1,2014-15,92.2,3.865,0.0212,4.3,162.0,7.8,3.33,413.0,51842.0,291.0,,0.705,,,Attention
RC9,2014-15,85.8,2.508,0.0199,3.3,153.0,14.2,9.09,645.9777777777778,95668.0,525.0,,0.813,,,Attention
RD8,2014-15,92.6,3.149,0.0551,4.1,174.0,7.4,4.22,444.0,61663.0,349.0,,0.786,,,Attention
RNQ,2014-15,96.4,3.355,0.0272,4.0,158.0,3.6,6.45,572.0,80922.0,379.0,,0.663,,,Critique
RNS,2014-15,87.9,2.838,0.0252,3.9,143.0,12.1,9.06,775.8,103178.0,519.0,,0.669,,,Attention
RWG,2014-15,83.9,3.195,0.0278,3.7,144.0,16.1,4.5,768.7555555555556,100757.0,554.0,,0.721,,,Normal
RWH,2014-15,85.5,3.556,0.0146,3.4,152.0,14.5,2.99,696.5,96126.0,724.0,,1.039,,,Attention
RWD,2014-15,95.0,4.506,0.0436,4.5,154.0,5.0,2.62,1326.7888888888888,139848.0,785.0,,0.592,,,Critique
RWE,2014-15,89.9,3.063,0.0269,3.8,101.0,10.1,6.93,1628.2555555555555,245334.0,1709.0,,1.05,,,Attention
RJE,2014-15,88.2,3.418,0.0492,3.8,183.0,11.8,6.47,1504.8555555555556,178710.0,1046.0,,0.695,,,Attention
RJF,2014-15,86.0,3.226,0.0231,3.7,75.0,14.0,5.79,510.3666666666667,69195.0,307.0,,0.602,,,Attention
RXW,2014-15,92.5,3.653,0.0267,4.1,119.0,7.5,1.29,741.2,116103.0,579.0,,0.781,,,Attention
RD1,2014-15,92.6,3.804,0.0458,4.4,175.0,7.4,2.33,662.0888888888888,80832.0,567.0,,0.856,,,Attention
RN3,2014-15,93.6,3.123,0.0261,4.1,110.0,6.4,2.99,602.4666666666667,88168.0,506.0,,0.84,,,Attention
RNZ,2014-15,90.0,3.237,0.0365,4.5,112.0,10.0,7.03,471.0,57563.0,345.0,,0.732,,,Attention
RTE,2014-15,94.8,3.631,0.0397,4.0,162.0,5.2,6.18,968.6888888888889,150964.0,830.0,,0.857,,,Critique
RA3,2014-15,94.4,5.292,0.0534,4.5,161.0,5.6,0.67,248.7888888888889,31836.0,190.0,,0.764,,,Attention
RA4,2014-15,84.5,4.033,0.0218,4.5,171.0,15.5,1.31,374.1333333333333,41304.0,237.0,,0.633,,,Normal
RA7,2014-15,85.3,2.418,0.0289,4.1,139.0,14.7,6.08,933.2,131382.0,1108.0,,1.187,,,Attention
RBA,2014-15,81.3,3.231,0.0141,3.6,139.0,18.7,5.4,584.7333333333333,92052.0,486.0,,0.831,,,Attention
RA9,2014-15,81.4,4.509,0.0226,3.5,150.0,18.6,3.93,432.0,70702.0,445.0,,1.03,,,Attention
RBZ,2014-15,92.9,4.312,0.0198,5.6,68.0,7.1,6.99,340.53333333333336,50584.0,311.0,,0.913,,,Critique
RH8,2014-15,88.4,3.063,0.0223,4.2,135.0,11.6,2.7,817.0111111111111,125431.0,684.0,,0.837,,,Attention
RK9,2014-15,87.1,3.407,0.0309,4.4,170.0,12.9,1.79,948.8555555555556,119589.0,870.0,,0.917,,,Attention
RPA,2014-15,96.3,3.731,0.0179,4.3,124.0,3.7,3.09,590.0,72448.0,495.0,,0.839,,,Attention
RVV,2014-15,88.5,3.77,0.0268,3.4,150.0,11.5,1.95,1028.0,182964.0,961.0,,0.935,,,Attention
RWF,2014-15,96.8,3.445,0.0337,4.0,183.0,3.2,2.22,728.6,103726.0,702.0,,0.963,,,Attention
RA2,2014-15,81.8,2.505,0.0319,3.6,168.0,18.2,2.3,514.0,81402.0,561.0,,1.091,,,Normal
RDU,2014-15,91.9,2.867,0.0149,3.9,189.0,8.1,2.13,1347.2777777777778,100992.0,1018.0,,0.756,,,Attention
RTK,2014-15,86.8,3.929,0.0134,4.5,161.0,13.2,2.51,596.3222222222222,74895.0,533.0,,0.894,,,Attention
RTP,2014-15,95.4,3.698,0.0299,4.9,199.0,4.6,1.99,633.0,77008.0,531.0,,0.839,,,Attention
RXC,2014-15,76.6,4.678,0.0392,4.9,157.0,23.4,1.24,771.6555555555556,102153.0,551.0,,0.714,,,Attention
RXH,2014-15,86.0,3.483,0.0406,4.8,160.0,14.0,1.51,893.5666666666667,118207.0,1040.0,,1.164,,,Attention
RHW,2014-15,86.4,3.208,0.0395,3.8,152.0,13.6,8.65,672.2666666666667,101196.0,646.0,,0.961,,,Attention
RTH,2014-15,90.6,2.849,0.0316,4.4,178.0,9.4,2.74,1318.2111111111112,202502.0,1679.0,,1.274,,,Attention
RXQ,2014-15,94.2,2.953,0.0346,4.5,183.0,5.8,4.92,747.0,101199.0,634.0,,0.849,,,Attention
RBD,2014-15,89.7,3.877,0.052,3.6,141.0,10.3,4.19,336.3777777777778,51920.0,317.0,,0.942,,,Attention
RD3,2014-15,96.1,3.365,0.0138,3.8,178.0,3.9,3.95,557.3222222222222,72532.0,451.0,,0.809,,,Attention
RDZ,2014-15,93.0,4.91,0.0165,4.3,133.0,7.0,0.41,621.0222222222222,103063.0,461.0,,0.742,,,Attention
RHM,2014-15,93.9,3.043,0.0243,4.9,173.0,6.1,1.73,1139.8222222222223,135676.0,1313.0,,1.152,,,Attention
RHU,2014-15,93.1,3.629,0.0223,4.4,134.0,6.9,4.74,1049.1777777777777,134550.0,893.0,,0.851,,,Attention
R1H,2014-15,96.0,2.499,0.0364,4.4,190.0,4.0,2.03,1952.0444444444445,225504.0,2303.0,,1.18,,,Attention
RAL,2014-15,85.5,2.796,0.0981,5.4,151.0,14.5,1.24,1074.9222222222222,70311.0,1540.0,,1.433,,,Attention
RAP,2014-15,96.7,3.081,0.028,3.9,189.0,3.3,2.4,506.8888888888889,71498.0,503.0,,0.992,,,Attention
RAS,2014-15,88.3,2.596,0.0194,4.0,168.0,11.7,4.93,489.31111111111113,61852.0,413.0,,0.844,,,Attention
RAX,2014-15,98.4,2.598,0.0329,3.3,198.0,1.6,15.2,422.34444444444443,66844.0,422.0,,0.999,,,Critique
RF4,2014-15,96.0,3.994,0.0185,4.8,177.0,4.0,1.9,1024.0,129902.0,895.0,,0.874,,,Attention
RFW,2014-15,90.6,2.391,0.034,3.9,215.0,9.4,4.06,458.65555555555557,50039.0,364.0,,0.794,,,Attention
RJ2,2014-15,95.2,2.77,0.0375,4.2,192.0,4.8,9.54,1012.8666666666667,128155.0,813.0,,0.803,,,Critique
RJ6,2014-15,87.6,2.893,0.021,4.1,214.0,12.4,1.49,528.9111111111112,66552.0,477.0,,0.902,,,Attention
RJ7,2014-15,90.8,2.675,0.0269,4.7,192.0,9.2,4.11,937.5333333333333,111476.0,1216.0,,1.297,,,Attention
RJZ,2014-15,92.2,2.648,0.0313,4.8,182.0,7.8,4.73,1390.5555555555557,217206.0,2077.0,,1.494,,,Critique
RKE,2014-15,84.3,1.497,0.0386,3.2,183.0,15.7,8.54,340.8222222222222,54357.0,502.0,,1.473,,,Normal
RQM,2014-15,89.4,1.308,0.013,3.8,179.0,10.6,2.58,438.0,69127.0,672.0,,1.534,,,Attention
RQX,2014-15,85.7,1.37,0.0035,3.6,183.0,14.3,11.81,440.9111111111111,57949.0,455.0,,1.032,,,Attention
RRV,2014-15,78.4,1.549,0.0587,4.3,158.0,21.6,4.96,953.2,168613.0,1370.0,,1.437,,,Normal
RYJ,2014-15,85.4,2.133,0.0333,4.5,146.0,14.6,3.91,1146.1333333333334,174427.0,1709.0,,1.491,,,Attention
RAE,2015-16,68.3,2.385,0.0379,3.1159906932473165,187.0,31.7,3.65,700.7362637362637,121286.0,663.0,1446.0,0.946,2.064,2.181,Normal
RBL,2015-16,85.2,3.475,0.0253,4.754965632949072,197.0,14.8,4.44,785.6813186813187,110460.0,558.0,1535.0,0.71,1.954,2.751,Attention
RBN,2015-16,93.5,3.234,0.0408,3.651618410364435,136.0,6.5,5.7,715.6483516483516,107849.0,590.0,1301.0,0.824,1.818,2.205,Critique
RBT,2015-16,94.5,2.977,0.0298,3.6449610587339696,130.0,5.5,7.12,570.6153846153846,80407.0,319.0,848.0,0.559,1.486,2.658,Critique
RCB,2015-16,91.4,3.82,0.039,4.4527313599769665,142.0,8.6,5.32,1070.8791208791208,151372.0,739.0,2085.0,0.69,1.947,2.821,Attention
RCD,2015-16,84.0,3.403,0.0167,4.339680292133994,144.0,16.0,1.47,346.34065934065933,53860.0,359.0,951.0,1.037,2.746,2.649,Normal
RCF,2015-16,88.3,2.839,0.017,3.289426681089784,148.0,11.7,9.15,372.0,64729.0,259.0,642.0,0.696,1.726,2.479,Attention
RE9,2015-16,88.3,4.905,0.0358,4.987965260545906,129.0,11.7,7.32,356.1868131868132,36273.0,227.0,1613.0,0.637,4.529,7.106,Critique
REM,2015-16,89.9,4.205,0.0731,4.878707660239709,122.0,10.1,0.07,736.8021978021978,87581.0,570.0,1155.0,0.774,1.568,2.026,Attention
RFF,2015-16,83.6,3.343,0.0193,3.3265328555411435,202.0,16.4,3.54,424.0,67504.0,311.0,803.0,0.733,1.894,2.582,Normal
RFR,2015-16,92.9,3.421,0.0399,3.856469834880849,192.0,7.1,6.94,457.3626373626374,77684.0,367.0,1183.0,0.802,2.587,3.223,Critique
RHQ,2015-16,94.4,3.21,0.0408,5.043811757124445,219.0,5.6,3.86,1585.4395604395604,227752.0,1443.0,4055.0,0.91,2.558,2.81,Critique
RJN,2015-16,88.4,4.416,0.0484,5.272244740397607,159.0,11.6,1.53,363.45054945054943,35102.0,283.0,964.0,0.779,2.652,3.406,Attention
RJR,2015-16,93.6,3.139,0.0357,3.9884323730915447,187.0,6.4,9.92,579.1208791208791,81172.0,430.0,965.0,0.743,1.666,2.244,Critique
RLN,2015-16,81.8,3.538,0.0325,4.108919804990742,123.0,18.2,1.31,763.0,129038.0,571.0,1487.0,0.748,1.949,2.604,Normal
RM2,2015-16,87.8,2.847,0.0436,4.2641310089804545,202.0,12.2,2.54,802.7692307692307,100879.0,756.0,1829.0,0.942,2.278,2.419,Attention
RM3,2015-16,93.1,3.49,0.0287,4.962965131026947,194.0,6.9,2.79,705.0,90460.0,797.0,1936.0,1.13,2.746,2.429,Critique
RMC,2015-16,83.7,2.598,0.0221,3.315273951637588,178.0,16.3,9.16,679.7142857142857,90696.0,503.0,1572.0,0.74,2.313,3.125,Attention
RMP,2015-16,93.5,3.985,0.0696,4.379086294416243,192.0,6.5,1.35,471.7912087912088,54615.0,287.0,725.0,0.608,1.537,2.526,Attention
RNL,2015-16,88.1,3.789,0.0453,4.1683504541981495,128.0,11.9,1.57,600.1648351648352,79475.0,348.0,1184.0,0.58,1.973,3.402,Attention
RP5,2015-16,82.3,3.666,0.0348,3.9058630067674405,162.0,17.7,1.81,980.8901098901099,126483.0,555.0,1653.0,0.566,1.685,2.978,Normal
RQ6,2015-16,86.6,3.931,0.0452,5.760829593309476,115.0,13.4,3.77,867.934065934066,95153.0,869.0,1867.0,1.001,2.151,2.148,Attention
RR8,2015-16,89.0,3.283,0.0608,5.064758693691927,198.0,11.0,1.96,1840.4285714285713,198980.0,1890.0,3635.0,1.027,1.975,1.923,Attention
RRF,2015-16,87.5,4.171,0.0306,4.062454846665504,157.0,12.5,1.19,487.7802197802198,81638.0,477.0,1195.0,0.978,2.45,2.505,Attention
RTD,2015-16,87.6,2.526,0.04,4.900549987335818,116.0,12.4,1.17,1555.7032967032967,222715.0,1714.0,3937.0,1.102,2.531,2.297,Attention
RTF,2015-16,82.3,4.575,0.0266,4.750666061156524,114.0,17.7,0.88,1041.065934065934,112810.0,649.0,2344.0,0.623,2.252,3.612,Normal
RTR,2015-16,85.4,3.166,0.05,4.126335059130064,128.0,14.6,2.81,1006.4725274725274,152086.0,912.0,2629.0,0.906,2.612,2.883,Attention
RTX,2015-16,86.5,3.437,0.046,4.341569900757618,151.0,13.5,0.94,758.4285714285714,91279.0,477.0,1434.0,0.629,1.891,3.006,Attention
RVW,2015-16,91.2,3.707,0.0221,3.8974483204134365,139.0,8.8,2.67,683.0,90413.0,471.0,1368.0,0.69,2.003,2.904,Attention
RVY,2015-16,77.8,3.519,0.0594,4.572991959127986,118.0,22.2,1.25,477.53846153846155,58918.0,291.0,1004.0,0.609,2.102,3.45,Normal
RW6,2015-16,85.2,3.417,0.038,3.6181707358950583,180.0,14.8,2.54,1295.032967032967,189712.0,1000.0,2466.0,0.772,1.904,2.466,Attention
RWA,2015-16,84.3,4.163,0.0378,4.5315421268959835,172.0,15.7,1.26,1126.5494505494505,150689.0,984.0,2233.0,0.873,1.982,2.269,Attention
RWJ,2015-16,89.0,3.105,0.0267,4.099059965385007,192.0,11.0,3.39,735.3956043956044,89941.0,446.0,1746.0,0.606,2.374,3.915,Attention
RWW,2015-16,88.0,3.292,0.0399,4.004039562727746,165.0,12.0,3.05,617.6043956043956,77604.0,400.0,924.0,0.648,1.496,2.31,Attention
RWY,2015-16,88.9,3.289,0.0221,3.6389252948885975,150.0,11.1,7.0,814.4615384615385,122119.0,528.0,1675.0,0.648,2.057,3.172,Attention
RXL,2015-16,90.5,4.173,0.049,5.246379355744756,211.0,9.5,2.59,819.9010989010989,110122.0,526.0,2180.0,0.642,2.659,4.144,Attention
RXN,2015-16,94.3,2.753,0.048,4.065674921815569,165.0,5.7,7.15,896.9230769230769,133351.0,782.0,1957.0,0.872,2.182,2.503,Critique
RXP,2015-16,83.7,3.666,0.0124,3.908037147443247,75.0,16.3,2.25,1030.2527472527472,144605.0,701.0,2470.0,0.68,2.397,3.524,Normal
RXR,2015-16,89.8,3.168,0.0247,4.297787833700183,160.0,10.2,2.12,981.5714285714286,129539.0,720.0,2159.0,0.734,2.2,2.999,Attention
RAJ,2015-16,87.4,4.182,0.0278,3.590477568217573,167.0,12.6,3.76,546.032967032967,100762.0,496.0,1036.0,0.908,1.897,2.089,Attention
RBK,2015-16,92.2,3.376,0.0238,4.478065289134594,157.0,7.8,2.47,518.5274725274726,67258.0,380.0,1092.0,0.733,2.106,2.874,Attention
RC1,2015-16,97.0,3.633,0.0251,4.202758700628822,169.0,3.0,2.98,405.4945054945055,55808.0,301.0,753.0,0.742,1.857,2.502,Attention
RC9,2015-16,89.9,2.364,0.0097,3.1891499972895323,163.0,10.1,11.26,681.1098901098901,103190.0,526.0,1050.0,0.772,1.542,1.996,Attention
RCX,2015-16,91.2,3.6,0.0468,3.4558591517091575,185.0,8.8,3.74,451.7692307692308,83337.0,322.0,801.0,0.713,1.773,2.488,Attention
RD8,2015-16,93.6,2.936,0.0541,4.058946369245373,181.0,6.4,3.9,487.0,66602.0,385.0,808.0,0.791,1.659,2.099,Attention
RDD,2015-16,91.8,3.828,0.0445,4.635227519351805,220.0,8.2,12.16,737.0,85395.0,520.0,1221.0,0.706,1.657,2.348,Attention
RDE,2015-16,90.4,3.897,0.0322,3.6320826115474527,201.0,9.6,2.42,605.7912087912088,99333.0,462.0,1129.0,0.763,1.864,2.444,Attention
RFS,2015-16,94.1,3.52,0.0422,3.6418350414836507,185.0,5.9,6.6,532.1208791208791,75884.0,370.0,882.0,0.695,1.658,2.384,Critique
